nomor;sifat;jenis;hal;tgl;user;ruang
445/5235/303/2020;Penting;Surat Keterangan;Permohonan Surat Keterangan Sakit an Tn Supriono;10/02/2020;Dian;NULL
RSSM/ND/UMM/003/2020;Penting;Nota Dinas;Pelaksanaan Apel Tanggal 11 Februari 2020;10/02/2020;Dian;NULL
027/PP/SOKS/KBPPP/II/2020;Penting;Lain-lain;Partisipasi Media/Sponsor;10/02/2020;Dian;NULL
004/BH/PAD/-1.82/II TGL.DESEMBER 2007;Penting;Lain-lain;Sosialisasi tentang pemahaman, penanganan GAS LPG;05/02/2020;Dian;NULL
RSSM/ND/PEG/06/2020;Penting;Nota Dinas;Pengambilan Perjanjian Kerja Pegawai BLUD Non PNS Tahun 2020;04/02/2020;Dian;NULL
SD-034/230/INKA/2020;Penting;Surat Permohonan;Permohonan Penandatanganan Perjanjian Kerjasama Rumah Sakit dr Soedono Kota Madiun dengan PT INKA (Persero);04/02/2020;Dian;NULL
445/301/2020;Penting;Surat Pengntar;Penawaran Kerjasama Bluder Cokro;03/02/2020;Dian;NULL
445/4171/303/2020;Penting;Surat Permohonan;Permohonan bantuan Media VTM;03/02/2020;Dian;NULL
15/P-HPN-FNN/II/2020;Penting;Surat Permohonan;Permohonan Bantuan;01/02/2020;Dian;NULL
HK.03.01/I/0870/2020;Segera;Surat Pengntar;Pengantar Perjanjian Kerjasama;31/01/2020;Dian;NULL
445/4142/303/2020;Penting;Lain-lain;Permintaan Hasil Medical Record an Harwin Guruh Saputra;31/01/2020;Dian;NULL
445/4027/303/2020;Penting;Surat Permohonan;Permohonan Informasi terkait Pembukaan Pelayanan Cath Lab;31/01/2020;Dian;NULL
800/4024/303/2020;Segera;Surat Tugas;Melaksanakan tugas sebagai Petugas Pemberian Informasi dan Penanganan Pengaduan (PIPP) BPJS Kesehatan di RSUD dr Soedono Madiun;31/01/2020;Dian;NULL
045/1690/031.3/2020;Segera;Lain-lain;Kode Wilayah Kearsipan Perangkat Daerah di lingkungan Pemerintah Prov Jatim;31/01/2020;Dian;NULL
800/4024/303/2020;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Pemberian Informasi dan Penanganan Pengaduan (PIPP) BPJS Kesehatan di RSUD dr Soedono Madiun an Alfi Hidayah,A.Md.R;31/01/2020;Dian;NULL
900/3833/303/2020;Penting;Lain-lain;Daftar Usulan Peserta Bimbingan Teknis Pengelolaan Keuangan Daerah;30/01/2020;Dian;NULL
445/3823/303/2020;Penting;Lain-lain;Konfirmasi Saldo Utang Pelayanan Kesehatan;30/01/2020;Dian;NULL
445/3648/303/2020;Penting;Lain-lain;Laporan Penyusunan Standar Pelayanan (SP) dan Survei Kepuasan Masyarakat (SKM);29/01/2020;Dian;NULL
RSSM/ND/PEG/03/2020;Penting;Nota Dinas;Pengumpulan Target dan Breakdown SKP serta Prestasi Kerja Pegawai Tahun 2020;28/01/2020;Dian;NULL
445/243/2020;Penting;Surat Pengntar;Penawaran Produk Jiwasraya;28/01/2020;Dian;NULL
49/SP05/42/422/2020;Segera;Lain-lain;Pajak kendaraan AE 8445 BP;28/01/2020;Dian;NULL
RSSM/ND/PER/05/2020;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Ristiani;27/01/2020;Dian;NULL
800/3343/303/2020;Segera;Surat Tugas;Melaksanakan tugas mengikuti Pelatihan BHD, APAR dan PPI di RSUD dr Soedono Madiun yang dilaksanakan pada hari Senin tanggal 3 Februari 2020;27/01/2020;Dian;NULL
197/VII-03/0120;Penting;Lain-lain;Konfirmasi Persetujuan Manajemen RS Terhadap Penggunaan Alat Transportasi Two Wheels Smart Balace;27/01/2020;Dian;NULL
442/3349/303/2020;Biasa;Surat Pengntar;Laporan pemakaian metadon Bulan Desember 2019;27/01/2020;Dian;NULL
RSSM/ND/UMM/002/2020;Penting;Nota Dinas;Penipuan yang mengatasnamakan Sekretaris Daerah Prov Jatim;24/01/2020;Dian;NULL
RSSM/ND/PER/06/2020;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Sri Rahayu;22/01/2020;Dian;NULL
420/2834//303/2020;Penting;Surat Permohonan;Jawaban permohonan pengurusan NIDK;22/01/2020;Dian;NULL
445/2661/303/2020;Penting;Surat Permohonan;Permohonan Peningkatan Bandwith Internet ;21/01/2020;Dian;NULL
445/2651/303/2020;Penting;Surat Keterangan;Surat Keterangan Kelahiran an Ny Nuryanti;20/01/2020;Dian;NULL
YR.01.02/111/0096/2020;Penting;Lain-lain;Evaluasi Kesiapsiagaan Rumah Sakit dalam Penanganan PIE;15/01/2020;Dian;NULL
800/1.567/303/2020;Segera;Surat Tugas;Kuswanto dan dr. Agus Sapto melakasanakan tugas dinas dalam rangka menghadiri Rapat Koordinasi Pengadaan Barang/Jasa terkait Usulan Paket Strategis;14/01/2020;Dian;NULL
445/1.571/303/2020;Penting;Surat Permohonan;Permohonan Surat Keterangan Sakit an Tn Suharno;14/01/2020;Dian;NULL
RSSM/ND/UMM/001/2020;Penting;Nota Dinas;Pelaksanaan Upacara Rutin periode bulan Januari 2020;14/01/2020;Dian;NULL
445/1552/303/2020;Segera;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Rutin Tanggal 17 bulan Januari Th 2020 di RSUD dr Soedono Madiun yang dilaksanakan pasa tanggal 17 Januari ;14/01/2020;Dian;NULL
800/1.550/303/2020;Segera;Surat Tugas;Melaksanakan tugas sebagai Tim Pembangunan Gedung Trauma Center dan Intensive Care di Lingkungan RSUD dr Soedono Madiun Tahun 2020;13/01/2020;Dian;NULL
445/1089/303/2020;Penting;Surat Keterangan;Surat Keterangan Kelahiran an Ny Dwi Ken Kusrini;10/01/2020;Dian;NULL
445/1090/303/2020;Penting;Surat Keterangan;Surat Keterangan Kelahiran an Ny Reza Farhana;10/01/2020;Dian;NULL
445/1088/303/2020;Penting;Surat Keterangan;Surat Keterangan Kelahiran an Ny Triani Wahyuningsih;10/01/2020;Dian;NULL
445/853/303/2020;Segera;Surat Permohonan;Permohonan Rekomendasi an Tn Muji;09/01/2020;Dian;NULL
RSSM/ND/PER/01/2020;Segera;Nota Dinas;Hasil Audit Maternal an Ny Wiji Astanti;09/01/2020;Dian;NULL
RSSM/ND/PER/02/2020;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Wiji Astanti;09/01/2020;Dian;NULL
003/44/033/2020;Penting;Lain-lain;Pelaksanaan upacara rutin dan HBN Tahun 2020;09/01/2020;Dian;NULL
101.3/002/STIKes-MHK/I/2020;Penting;Surat Permohonan;Permohonan penandatanganan MOU;09/01/2020;Dian;NULL
445/161/303/2020;Segera;Surat Permohonan;Permohonan Rekomendasi an Budiharso Yudo;03/01/2020;Dian;NULL
445/277/303/2020;Penting;Surat Keterangan;Surat Keterangan Rawat Inap;03/01/2020;Dian;NULL
445/160/303/2020;Penting;Surat Keterangan;Surat Keterangan Kematian;03/01/2020;Dian;NULL
445/277/303/2020;Penting;Surat Keterangan;Surat Keterangan Rawat Inap;03/01/2020;Dian;NULL
445/013/303/2020;Penting;Surat Permohonan;Permohonan Username dan Password aplikasi LPSE;02/01/2020;Dian;NULL
445/41.562/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan Jampersal;27/12/2019;Dian;NULL
445/41.564/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan Jampersal;27/12/2019;Dian;NULL
445/41.563/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan Jampersal;27/12/2019;Dian;NULL
445/41.567/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan dengan SPM;27/12/2019;Dian;NULL
445/41.561/303/2019;Penting;Lain-lain;Penawaran Kerja Sama Pelayanan Lanjutan SPM;27/12/2019;Dian;NULL
445/41.565/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan dengan SPM;27/12/2019;Dian;NULL
445/41.566/303/2019;Penting;Lain-lain;Pemberitahuan Kerja Sama Pelayanan Lanjutan dengan SPM;27/12/2019;Dian;NULL
RSSM/ND/UMM/112/2019;Penting;Nota Dinas;Pelaksanaan Apel Tanggal 31 Desember 2019;27/12/2019;Dian;NULL
445/41.445/303/2019;Penting;Lain-lain;Usulan Pejabat Penatausahaan Barang dan Pengurus Barang TA 2020;26/12/2019;Dian;NULL
445/41431/303/2019;Penting;Lain-lain;Perubahan Usulan Pengelola Keuangan pada SKPD TA 2020;26/12/2019;Dian;NULL
445/41.438/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.439/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.441/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.442/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.444/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.443/303/2019;Penting;Surat Undangan;Undangan pelepasan dr M Hafidin Ilham, SP.An;26/12/2019;Dian;NULL
445/41.133/303/2019;Penting;Surat Permohonan;Permohonan Pengurusan Pelat Nomor Kendaraan Dinas;20/12/2019;Dian;NULL
445/41.134/303/2019;Penting;Surat Permohonan;Permohonan Surat Keterangan Domosili;20/12/2019;Dian;NULL
RSSM/ND/PEG/43/2019;Penting;Nota Dinas;Prestasi Kerja Bulan Desember dan SKP Tahun 2019;19/12/2019;Dian;NULL
445/41.016/303/2019;Penting;Lain-lain;Penambahan Titik Pneumatik Tube;19/12/2019;Dian;NULL
445/40.766/303/2019;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Ibu Ke-91 Tahun 2019 di RSUD dr Soedono Madiun;17/12/2019;Dian;NULL
445/40.795/303/2019;Penting;Surat Permohonan;Permohonan Keterangan Hemodialisa Reguler;17/12/2019;Dian;NULL
445/40.641/303/2019;Penting;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Rutin Tanggal 17 bulan Desember Tahun 2019 di RSUD dr Soedono Madiun yang dilaksanakan pada tanggal 17 Dese;16/12/2019;Dian;NULL
RSSM/ND/UMM/108/2019;Penting;Nota Dinas;Pelaksanaan Upacara Rutin Tanggal 17 periode bulan Desember 2019;16/12/2019;Dian;NULL
445/40.641/303/2019;Segera;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Rutin Tanggal 17 bulan Desember 2019;16/12/2019;Dian;NULL
RSSM/ND/PEG/40/2019;Penting;Nota Dinas;Kenaikan Pangkat Periode 1 April 2020;16/12/2019;Dian;NULL
RSSM/ND/UMM/107/2019;Segera;Nota Dinas;Penutupan Sementara dan Pemindahan Pintu Masuk Rawat Jalan;14/12/2019;Dian;NULL
RSSM/ND/UMM/106/2019;Penting;Nota Dinas;Pemadaman Listrik;13/12/2019;Dian;NULL
RSSM/ND/PER/138/2019;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Kusuma;12/12/2019;Dian;NULL
RSSM/ND/PER/137/2019;Segera;Nota Dinas;Hasil Audit Maternal Nn Veronika Ike;11/12/2019;Dian;NULL
445/40.215/303/2019;Penting;Surat Permohonan;Tindak lanjut Permohonan Fasilitas Tes Kesehatan;11/12/2019;Dian;NULL
RSSM/ND/PEG/39/2019;Segera;Nota Dinas;Pengarahan dan Pembinaan Kinerja Pegawai (Target) Tahun 2020 bagi Pegawai BLUD Non PNS RSUD dr Soedono Madiun;10/12/2019;Dian;NULL
445/40.671/303/2019;Segera;Surat Keterangan;Penjelasan atas Permintaan Konfirmasi Awal Proyek Gedung;10/12/2019;Dian;NULL
RSSM/ND/UMM/104/2019;Penting;Nota Dinas;Himbauan Penggunaan Pakaian Batik/Tenun Khas Jawa Timur;26/11/2019;Dian;NULL
800/35/303/2019;Penting;Nota Dinas;Pemberitahuan Pengalihan Finger Scan;25/11/2019;Dian;NULL
RSSM/ND/PEG/35/2019;Penting;Nota Dinas;Tertib Administrasi Finger Print dan SKP Akhir Tahun 2019;25/11/2019;Dian;NULL
RSSM/ND/UMM/103/2019;Penting;Nota Dinas;Upacara Peringatan HUT KORPRI Ke-48 Tahun 2019;25/11/2019;Dian;NULL
445/37.469/303/2019;Penting;Surat Permohonan;Usulan Pengelola Keuangan pada SKPD TA 2020;25/11/2019;Dian;NULL
019.1/37.276/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera dalam rangka memperingati HUT KORPRI ke-48 Tahun 2019;22/11/2019;Reski Alfan DP;NULL
RSSM/ND/PER/129/2019;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Irma Dianti;22/11/2019;Dian;NULL
RSSM/ND/PER/128/2019;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Firda Nuraini/ Tn Setiawan;22/11/2019;Dian;NULL
853/37.111/303/2019;Segera;Surat Permohonan;Permohonan Partisipasi;21/11/2019;Dian;NULL
RSSM/ND/PEG/32/2019;Segera;Nota Dinas;Pengisian dan Pengumpulan Model C bagi PNS RSUD dr Soedono Madiun;19/11/2019;Dian;NULL
445/36.472/303/2019;Segera;Lain-lain;Laporan Pengelolaan B3;18/11/2019;Reski Alfan DP;NULL
800/36.519/303/2019;Penting;Nota Dinas;Pengumuman tentang Penerimaan CPNS Pemprov Jatim Tahun 2019;18/11/2019;Dian;NULL
660/36.340/303/2019;Penting;Lain-lain;Laporan pengelolaan dan pemantauan kualiatas udara;15/11/2019;Reski Alfan DP;NULL
027/36.241/303/2019;Segera;Lain-lain;Persetujuan Konsolidasi Pengadaan Barang/Jasa;15/11/2019;Dian;NULL
019.1/35.914/303/2019;Biasa;Surat Tugas;Melaksanaka Tugas sebagai Panitia Parade Germas Peringatan Hari Kesehatan Nasional ke-55 Tahun 2019 Kota Madiun di Taman Lalu Lintas Kota Madiun;13/11/2019;Reski Alfan DP;NULL
RSSM/ND/UMM/106/2019;Penting;Nota Dinas;Pemadaman Listrik;13/11/2019;Dian;NULL
RSSM/ND/PER/123/2019;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Sunarti/ Tn Adi;13/11/2019;Dian;NULL
RSSM/ND/UMM/102/2019;Segera;Nota Dinas;Pemadaman Aliran Listrik;11/11/2019;Dian;NULL
RSSM/ND/UMM/102/2019;Segera;Nota Dinas;Pemadaman Aliran Listrik;11/11/2019;Dian;NULL
RSSM/ND/PER/121/2019;Segera;Nota Dinas;Hasil Audit Perinatal By Ny Whian Aprilianti;11/11/2019;Dian;NULL
RSSM/ND/UMM/101/2019;Penting;Nota Dinas;Upacara Peringatan Hari Pahlawan Tahun 2019;07/11/2019;Dian;NULL
019.1/34.810/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Pahlawan Tahun 2019 di RSUD dr Soedono Madiun;07/11/2019;Dian;NULL
0075/TU/BA-TLHP/060/2019;Penting;Surat Keterangan;Berita Acara Penyelesaian Tindak Lanjut Hasil Pemeriksaan;06/11/2019;Reski Alfan DP;NULL
442/34.624/303/2019;Penting;Surat Permohonan;Permintaan Kebutuhan Pasien Tuberculosis;06/11/2019;Dian;NULL
442/34.623/303/2019;Penting;Surat Permohonan;Permintaan OAT dan Logistik Non OAT;06/11/2019;Dian;NULL
RSSM/ND/PEG/30/2019;Segera;Nota Dinas;Etika Penyebarluasan Informasi Melalui Media Sosial Bagi ASN;05/11/2019;Dian;NULL
RSSM/ND/PEG/29/2019;Segera;Nota Dinas;Update Dokumen yg Valid dan Benar pada Aplikasi e-Master;05/11/2019;Dian;NULL
056/ACT-MDN/2019;Biasa;Lain-lain;Ucapan Terima Kasih;04/11/2019;Dian;NULL
RSSM/ND/UMM/100/2019;Penting;Nota Dinas;Rekonsiliasi Internal Anggaran Fungsional Tahun 2019;31/10/2019;Dian;NULL
445/34.025/303/2019;Penting;Surat Permohonan;Permohonan Pendampingan Pengadaan Alat Kedokteran;31/10/2019;Dian;NULL
RSSM/ND/PNJ/067/2019;Penting;Nota Dinas;Pemberitahuan Pemadaman Listrik;31/10/2019;Reski Alfan DP;NULL
RSSM/ND/UMM/100/2019;Penting;Nota Dinas;Rekonsiliasi Internal Anggaran Fungsional Tahun 2019;31/10/2019;Dian;NULL
RSSM/ND/PPE/003/2019;Penting;Nota Dinas;Usulan Perancangan Data Center;30/10/2019;Dian;NULL
445/33.649/303/2019;Segera;Surat Permohonan;Permohonan Rekomendasi;30/10/2019;Dian;NULL
440/367/401.103/2019;Penting;Lain-lain;Rapat persiapan HKN KE 55;24/10/2019;Dian;NULL
RSSM/ND/UMM/099/2019;Penting;Nota Dinas;Upacara Hari Sumpah Pemuda ke-91 Tahun 2019;23/10/2019;NULL;NULL
019.1/32.730/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Sumpah Pemuda Ke-91 Tahun 2019;23/10/2019;NULL;NULL
RSSM/ND/UMM/099/2019;Penting;Nota Dinas;Upacara Hari Sumpah Pemuda ke-91 Tahun 2019;23/10/2019;Dian;NULL
019.1/32.730/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Sumpah Pemuda Ke 91 Tahun 2019 dr Soedono Madiun;23/10/2019;Dian;NULL
900/213/DPKP/JT-X/2019;Penting;Lain-lain;Pembuatan Rekening DP KORPRI uNIT OPD;22/10/2019;Reski Alfan DP;NULL
RSSM/ND/UMM/098/2019;Penting;Nota Dinas;Peringatan Hari Santri di Provinsi Jawa Timur tanggal 22 Oktober 2019;21/10/2019;NULL;NULL
445/27.607/303/2019;Segera;Surat Permohonan;Permohonan Izin Instalasi Hemodialisis;18/10/2019;Dian;NULL
445/31.975/303/2019;Penting;Surat Permohonan;Permohonan Pelaksanaan Bhakti Sosial;16/10/2019;Dian;NULL
800/31.936/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Panitia Pelaksana Bhakti Sosial Pengobatan Tingkat Dasar RSUD dr Soedono Madiun yg dilaksanakan pd bln Oktober 2019;16/10/2019;Dian;NULL
800/31.936/303/2019;Penting;Surat Tugas;Melakasanakan tugas sebagai Panitia Pelaksana Bhakti Sosial Pengobatan Tingkat Dasar RSUD dr Soedono Madiun yang dilakasanakan pada Bulan Oktober 2019;16/10/2019;Dian;NULL
RSSM/ND/UMM/093/2019;Penting;Surat Keterangan;Koding INA-DRG;15/10/2019;NULL;NULL
445/31.798/303/2019;Segera;Surat Permohonan;Permohonan Izin Talk Show dan Konsultasi Psikologi Gratis dari RSUD dr Soedono Madiun;15/10/2019;Dian;NULL
445/31.663/303/2019;Penting;Surat Keterangan;Surat Keterangan Kematian;14/10/2019;Dian;NULL
445/31.662/303/2019;Penting;Surat Keterangan;Surat Keterangan Kelahiran;14/10/2019;Dian;NULL
RSSM/ND/PER/124/2019;Segera;Nota Dinas;Hasil Audit Maternal Ny Dilla Rahwawati;13/10/2019;Dian;NULL
RSSM/ND/UMM/092/2019;Penting;Nota Dinas;Survei Verifikasi Akreditasi di RSUD dr.Soedono Madiun;11/10/2019;NULL;NULL
445/31.323/303/2019;Penting;Surat Undangan;Undangan Kunjungan Gubernur Jawa Timur dlm rangka kegiatan Gerakan Gotong Royong untuk Percepatan Penanganan Buta Katarak;10/10/2019;Dian;NULL
019.1/31.123/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Jadi PEMPROV JATIM Ke-74 Thn 2019 di RSUD dr.Soedono Madiun;09/10/2019;NULL;NULL
019.1/31.123/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera memperingati Hari Jadi Pemerintah Prov JATIM Ke 74 Tahun 2019 di RSUD dr Soedono Madiun;09/10/2019;Dian;NULL
956/31.017/303/2019;Penting;Lain-lain;Surat Penagihan 1;08/10/2019;NULL;NULL
956/31.017/303/2019;Penting;Lain-lain;Surat Penagihan 1;08/10/2019;Dian;NULL
445/30.893/303/2019;Penting;Surat Permohonan;Permohonan Penjadwalan Ulang Rekredensialing BPJS Kesehatan;08/10/2019;Dian;NULL
445/30.848/303/2019;Biasa;Surat Tugas;Melaksanakan tugas Bhakti Sosial Operasi Katarak Gratis di RSUD dr.Soedono Madiun yang dilaksanakan pada tanggal 11 Oktober 2019;08/10/2019;NULL;NULL
445/30.848/303/2019;Biasa;Surat Tugas;Melaksanakan tugas Bhakti Sosial Operasi Katarak Gratis di RSUD dr Soedono Madiun yg dilaksanakan pd tgl 11 Oktober 2019;08/10/2019;Dian;NULL
956/31.017/303/2019;Biasa;Lain-lain;Surat Penagihan 1;08/10/2019;Dian;NULL
445/30.848/303/2019;Penting;Surat Tugas;Melaksanakan tugas Bhakti Sosial Operasi Katarak Gratis di RSUD dr Soedono Madiun;08/10/2019;Dian;NULL
445/30.675/303/2019;Segera;Surat Balasan;Penggantian Tangki Oksigen Cair;07/10/2019;NULL;NULL
445/30.676/303/2019;Segera;Lain-lain;Program Sertifikasi Penyuluh Anti Korupsi;07/10/2019;Dian;NULL
445/30.675/303/2019;Segera;Lain-lain;Penggantian Tangki Oksigen Cair;07/10/2019;Dian;NULL
RSSM/ND/PER/112/2019;Segera;Nota Dinas;Hasil Audit Perinatal/ Maternal By Gayatri Laras Kanigara (Ny Dwi Susanti);04/10/2019;Dian;NULL
RSSM/ND/PER/112/2019;Segera;Nota Dinas;Hasil Audit Perinatal/ Maternal By Gayatri Laras Kanigara (Ny Dwi Susanti);04/10/2019;Dian;NULL
RSSM/ND/UMM/089/2019;Penting;Nota Dinas;Permohonan Ruang Penyimpanan Arsip Resep;02/10/2019;NULL;NULL
445/30.254/303/2019;Penting;Surat Permohonan;Permohonan Narasumber Bimbingan Teknis Kearsipan;02/10/2019;Wahyu;NULL
RSSM/ND/UMM/088/2019;Penting;Nota Dinas;Pemberitahuan Pemakaian Baju Batik;01/10/2019;NULL;NULL
B/390/X/2019;Biasa;Lain-lain;Permohonan dukungan tenaga dan fasilitas kesehatan dalam rangka kunjungan Wakil Presiden RI;01/10/2019;Dian;NULL
RSSM/ND/UMM/088/2019;Penting;Nota Dinas;Pemberitahuan Pemakaian Baju Batik;01/10/2019;Dian;NULL
800/29.974/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Panitia Pelaksanaan Survei Verifikasi Akreditasi SNARS pada tgl 17-18 Oktober 2019 di RSUD dr.Soedono Madiun;30/09/2019;NULL;NULL
800/29.974/303/2019;Penting;Surat Tugas;Melaksanakan tugas sebagai Panitia Pelaksanaan Survei Akreditasi SNARS pada tanggal 17-18 Oktober 2019 di RSUD dr Soedono Madiun;30/09/2019;Dian;NULL
800/29.767/303/2019;Penting;Surat Tugas;Melaksanakan tugas sebagai Tim Jatim Kominfo Festival Jawa Timur X Tahun 2019 yang dilaksanakan pada tanggal 01-04 Oktober 2019 yang bertempat di GOR ;27/09/2019;Dian;NULL
400/165/DPKP/JT-IX/2019;Penting;Lain-lain;Pemanfaatan Iuran KORPRI Tahun 2020;27/09/2019;Dian;NULL
RSSM/ND/UMM/087/2019;Penting;Nota Dinas;Peringatan Hari Kesaktian Pancasila;26/09/2019;NULL;NULL
019.1/29.619/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Bendera Hari Kesaktian Pancasila Tahun 2019 di RSUD dr.Soedono Madiun;26/09/2019;NULL;NULL
RSSM/ND/PNJ/063/2019;Penting;Nota Dinas;Pemberitahuan Pemadaman Listrik;24/09/2019;NULL;NULL
445/28.947/303/2019;Penting;Surat Undangan;Undangan Pembahasan Kegiatan Bakti Sosial Operasi Katarak;20/09/2019;Dian;NULL
445/28.947/303/2019;Penting;Surat Undangan;Undangan Pembahasan Kegiatan Bakti Sosial Operasi Katarak;20/09/2019;Dian;NULL
RSSM/ND/UMM/086/2019;Penting;Nota Dinas;Pemberitahuan Kegiatan Senam Pagi ;19/09/2019;NULL;NULL
RSSM/ND/UMM/085/2019;Penting;Nota Dinas;Pelaksanaan Pemeriksaan General Chek Up Karyawan;19/09/2019;NULL;NULL
445/28.188/303/2019;Penting;Surat Permohonan;Permohonan Kesediaan Menjadi Narasumber dalam Diskusi Pelaksanaan Tunjangan Kinerja;19/09/2019;Dian;NULL
RSSM/ND/UMM/084/2019;Segera;Surat Keterangan;Pemadaman Aliran Listrik;18/09/2019;NULL;NULL
RSSM/ND/PER/93/2019;Segera;Nota Dinas;Hasil Audit Perinatal/Maternal By Ny Leni Wulansari;18/09/2019;Dian;NULL
RSSM/ND/UMM/083/2019;Penting;Nota Dinas;Pelaksanaan Upacara Rutin Tanggal 17 periode bulan September 2019;12/09/2019;NULL;NULL
019.1/27.378/303/2019;Biasa;Surat Tugas;Melaksanakan tugas sebagai Petugas Upacara Rutin Tanggal 17 bln September 2019 di RSUD dr Soedono Madiun yg dilaksanakan pd tgl 17 September 2019;12/09/2019;Dian;NULL
853/27.022/303/2019;Segera;Surat Permohonan;Permohonan Izin tidak mengikuti Rapat Paripurna DPRD Provinsi Jawa Timur;10/09/2019;Dian;NULL
445/27019/303/2019;Segera;Surat Permohonan;Permohonan Kalibrasi;10/09/2019;Dian;NULL
445/26.837/303/2019;Penting;Surat Keterangan;Surat Keterangan Kelahiran;09/09/2019;Dian;NULL
445/26.837/303/2019;Penting;Surat Keterangan;Surat Keterangan Kelahiran;09/09/2019;Dian;NULL
445/26.607/303/2019;Penting;Surat Permohonan;Permohonan Surat Keterangan Sakit;06/09/2019;Dian;NULL
RSSM/ND/YAN/30/2019;Segera;Nota Dinas;Permohonon Pemeriksaan Kesehatan an Puji Winingsih;06/09/2019;Dian;NULL
RSSM/ND/UMM/082/2019;Penting;Nota Dinas;Pemberitahuan adanya Pencanangan Zona Integritas ;04/09/2019;NULL;NULL
445/26.114/303/2019;Penting;Surat Keterangan;Surat Keterangan Kematian;03/09/2019;Dian;NULL
445/25.792/303/2019;Segera;Surat Permohonan;Permohonan Bantuan Tenaga Kesehatan Dokter Spesialis Jantung;30/08/2019;Dian;NULL
RSSM/ND/UMM/081/2019;Penting;Nota Dinas;Pemberitahuan ;29/08/2019;NULL;NULL
RSSM/ND/UMM/079/2019;Penting;Nota Dinas;Permohonan Pengosongan dan Pemindahan Tempat Parkir Kendaraan;27/08/2019;NULL;NULL
445/34.929/303/2019;Penting;Surat Permohonan;Permohonan Penyambungan Baru Saluran PDAM;22/08/2019;Dian;NULL
445/24.928/303/2019;Penting;Surat Permohonan;Permohonan Penyambungan Tambah Daya PLN;22/08/2019;Dian;NULL
RSSM/ND/PER/72/2019;Segera;Nota Dinas;Hasil Audit Perinatal/Maternal Ny Ismini;20/08/2019;Dian;NULL
RSSM/ND/UMM/078/2019;Penting;Nota Dinas;Pemberitahuan Akses Jalan Masuk;19/08/2019;NULL;NULL
RSSM/ND/PER/69/2019;Segera;Nota Dinas;Hasil Audit Perinatal/Maternal By Ny Sri Umiati;14/08/2019;Dian;NULL
445/20123/303/2019;Penting;Surat Keterangan;Surat Keterangan Presentasi di Pernefri Korwil Jawa Timur;13/08/2019;Dian;NULL
RSSM/ND/FARM/012/2019;Penting;Nota Dinas;Sosialisasi Unit Pelayanan Informasi Obat (PIO);12/08/2019;NULL;NULL
442/23.471/303/2019;Penting;Lain-lain;Permintaan Kebutuhan Pasien Tuberculosis;12/08/2019;Dian;NULL
